,SSP,YEAR,GDP,POP,LDP,BA,CCF,人均CCF,GDP_CCF_P,GDP2,GDP_POP,GDP_LDP,GDP_BA,result,RESULT
243,SSP4,2020,881387.3561620001,1380517477,755950.5102999998,61918.185493,151856922470,3410,96952609.1821,22121646057.730003,34649162533642.0,18973348675.140003,1554063800.056,13926966.575499998,14285066.618164062
244,SSP4,2021,937552.932749,1382637884,794431.4351719997,63733.43225230001,152090167240,3410,103130822.6008,23531327051.960003,34702358497721.0,19939168519.43,1599624070.5010002,14444502.842999998,14565182.576171875
245,SSP4,2022,994122.9777149999,1384200625,831945.377781,65487.40431,152262068750,3410,109353527.5481,24951159664.5,34741582437013.0,20880718401.879997,1643646427.701,14923847.191499997,14848560.130859375
246,SSP4,2023,1050808.2544200001,1385217987,868297.9294639999,67176.51605330002,152373978570,3410,115588907.98740001,26373884440.870003,34767132714737.0,21793118921.41,1686040877.671,15281084.374,15134849.1953125
247,SSP4,2024,1107344.0263709999,1385701489,903320.8880739999,68797.9211563,152427163790,3410,121807842.90849999,27792856845.960003,34779248755045.0,22672148429.35,1726735981.4,15534055.1575,15423707.44921875
248,SSP4,2025,1163488.897467,1385663306,936873.4897910001,70349.4937729,152422963660,3410,127983778.72639999,29202018163.110004,34778313318788.0,23514273942.090004,1765678382.8600001,15596688.8715,15714800.356445312
249,SSP4,2026,1218928.326059,1385124057,968842.6878579998,71829.79706800001,152363646270,3410,134082115.871,30593473811.100002,34764769857743.0,24316658137.09,1802832019.3609998,15908319.568999998,16007801.176757812
250,SSP4,2027,1273519.1588959997,1384138909,999142.6254250001,73238.0415181,152255279990,3410,140087107.47810003,31963630842.56,34740044840891.0,25077146123.730003,1838177075.2280002,16673514.685000002,16302390.928710938
251,SSP4,2028,1327079.9266289996,1382771771,1027713.4742770001,74574.0353569,152104894810,3410,145978791.93310001,33307934612.809998,34705717673758.0,25794236289.300003,1871708737.1,16814538.7705,16598258.436523438
252,SSP4,2029,1379448.462597,1381086629,1054519.8179620001,75838.129524,151919529190,3410,151739330.878,34622314959.61,34663422719565.0,26467039731.71,1903435813.2040002,16868318.0575,16895100.295898438
253,SSP4,2030,1430480.9374069998,1379147377,1079548.7327440002,77031.15939490001,151706211470,3410,157352903.12910002,35903161950.12,34614750530482.0,27095232079.84,1933379270.3720005,17060116.2485,17192620.870117188
254,SSP4,2031,1483153.3769199997,1377007647,1102807.691904,78154.3852335,151470841170,3410,163146871.4653,37225169869.04999,34561040081410.0,27679000906.29,1961570739.4190004,17449741.567500003,17490532.333007812
255,SSP4,2032,1534466.7010669997,1374679911,1124322.3773580003,79209.4330598,151214790210,3410,168791337.13149998,38513065805.72,34502609866430.0,28218990790.800007,1988051031.5019999,18151752.660000008,17788554.620117188
256,SSP4,2033,1584317.1644549998,1372166480,1144134.4498239998,80198.23724300001,150938312800,3410,174274888.0969,39764245890.26999,34439543873703.0,28716247361.820004,2012868696.599,18195717.0275,18086415.458007812
257,SSP4,2034,1632614.9716709997,1369469523,1162299.3049690002,81122.98595600002,150641647530,3410,179587646.87630004,40976456378.6,34371861790203.0,29172160977.870003,2036078654.7589993,18543457.724999998,18383850.349609375
258,SSP4,2035,1679283.5657249994,1366591215,1178883.8295730003,81986.07008620001,150325033650,3410,184721192.2409,42147775789.78,34299606796987.0,29588410405.59,2057740914.332,18821939.161000002,18680602.581054688
259,SSP4,2036,1724349.0452010005,1363528478,1193964.1778969998,82790.03621200002,149988132580,3410,189678394.98099995,43278859166.33,34222750237545.0,29966907018.170002,2077919390.904,19051621.7145,18976423.227539062
260,SSP4,2037,1767680.8022419997,1360256961,1207623.5881989999,83537.5437898,149628265710,3410,194444888.26089993,44366428423.79,34140630885987.0,30309739983.219997,2096680833.1749997,19193567.5175,19271071.1328125
261,SSP4,2038,1809237.9871519993,1356747033,1219950.27632,84231.3266689,149242173630,3410,199016178.603,45409458288.92,34052527437182.0,30619123399.250004,2114093857.267,19372740.209499996,19564312.936523438
262,SSP4,2039,1848990.2170259997,1352969017,1231035.445163,84874.1588556,148826591870,3410,203388923.87900007,46407186192.770004,33957708016625.0,30897346340.69,2130228086.9669998,19838126.922999997,19855923.049804688
263,SSP4,2040,1886916.9339540002,1348893266,1240971.4541749998,85468.82447580001,148378259260,3410,207560862.72640002,47359096158.06999,33855413060305.0,31146726902.15001,2145153400.3279994,19913358.435499996,20145683.673828125
264,SSP4,2041,1922612.9805350003,1344493457,1249850.186171,86018.09161020002,147894280270,3410,211487427.8603,48255019275.92999,33744994680456.0,31369571223.24,2158939272.1660004,20174148.500500005,20433384.787109375
265,SSP4,2042,1956458.006314,1339756838,1257761.6411870003,86524.689841,147373252180,3410,215210380.69590005,49104484242.14999,33626102328855.0,31568138182.94,2171654211.6289997,20638469.616499998,20718824.146484375
266,SSP4,2043,1988458.7289810004,1334673983,1264792.7744310002,86991.2913087,146814138130,3410,218730460.18760002,49907659662.93,33498536364775.0,31744610239.879997,2183365285.396,20800085.628000006,21001807.301757812
267,SSP4,2044,2018629.2105689996,1329235289,1271026.5828300004,87420.49491430003,146215881790,3410,222049213.16320002,50664898476.58001,33362017620420.0,31901070510.38001,2194137723.011,21019608.289499998,21282147.575195312
268,SSP4,2045,2046990.269384,1323431105,1276541.429408,87814.813507,145577421550,3410,225168929.6356,51376723194.43001,33216336924045.0,32039485798.600002,2204034593.2159996,21850141.854999997,21559666.078125
269,SSP4,2046,2074052.1926939997,1317255367,1281410.590259,88176.66375759999,144898090370,3410,228145741.2047,52055941343.72,33061336584727.0,32161695235.849995,2213116551.4820004,22164016.2075,21834191.69140625
270,SSP4,2047,2099397.544745,1310714193,1285701.996301,88508.3584654,144178561230,3410,230933729.92039996,52692075846.74,32897163154638.0,32269403797.65,2221441645.885,22287691.337499995,22105561.09375
271,SSP4,2048,2123063.851173,1303817427,1289478.141249,88812.10107300001,143419916970,3410,233537023.6324,53286068544.009995,32724078929595.0,32364179994.460003,2229065179.9570003,22427340.0545,22373618.736328125
272,SSP4,2049,2145093.1597349993,1296574416,1292796.1265220002,89089.9821357,142623185760,3410,235960247.57299995,53838974783.29,32542292009993.0,32447456995.31,2236039623.683,22515795.501499996,22638216.853515625
273,SSP4,2050,2165531.53492,1288994787,1295707.811318,89343.9774906,141789426570,3410,238208468.84730002,54351950715.03001,32352057336323.0,32520536397.89,2242414567.9230003,22721227.929499995,22899215.465820312
274,SSP4,2051,2185852.505487,1281092267,1298260.042355,89575.94793740001,140920149370,3410,240443775.6151,54861979949.65,32153716979933.0,32584593991.41999,2248236716.4950004,23054977.629999995,23156482.370117188
275,SSP4,2052,2204778.215314,1272898942,1300494.938236,89787.6401966,140018883620,3410,242525603.69049996,55336990000.94999,31948068296153.0,32640686893.41,2253549909.6409993,23220197.836499993,23409893.1484375
276,SSP4,2053,2222366.5411990006,1264451026,1302450.2090029998,89980.68888130001,139089612860,3410,244460319.53320003,55778433502.4,31736046175274.0,32689761581.560005,2258395173.9269996,23614896.3045,23659331.166015625
277,SSP4,2054,2238677.7368860003,1255784757,1304159.4929709998,90156.61943900002,138136323270,3410,246254551.0606,56187822741.05,31518518437660.0,32732662324.30001,2262810796.111,23847526.752000008,23904687.564453125
278,SSP4,2055,2253774.0471509993,1246936542,1305652.699722,90316.85171049998,137163019620,3410,247915145.1859,56566719975.87999,31296459714724.0,32770139822.75999,2266832412.158,23923807.7185,24145861.272460938
279,SSP4,2056,2268264.6734950007,1237940222,1306956.3482579999,90462.70407709997,136173424420,3410,249509114.09370002,56930415354.180016,31070654085709.0,32802859659.089996,2270493111.997,24052123.545499995,24382759.000976562
280,SSP4,2057,2281664.53455,1228819638,1308093.891751,90595.39801160003,135170160180,3410,250983098.80920008,57266733975.799995,30841732797654.0,32831410482.309994,2273823552.3980002,24240285.8605,24615295.240234375
281,SSP4,2058,2294036.523226,1219596428,1309086.0279869998,90716.06286330002,134155607080,3410,252344017.56210002,57577254377.380005,30610232093653.0,32856311776.98,2276852079.1830006,24556741.304,24843392.264648438
282,SSP4,2059,2305443.986546,1210292065,1309950.9867719999,90825.74086660001,133132127150,3410,253598838.5194,57863566479.77,30376719643477.0,32878021089.93,2279604850.6260004,24707291.7285,25066980.130859375
283,SSP4,2060,2315950.4137359997,1200928269,1310704.7986160002,90925.3921944,132102109590,3410,254754545.50059995,58127263778.06,30141712321632.0,32896940760.289997,2282105965.9190006,25096717.3335,25285996.671875
284,SSP4,2061,2325786.348218,1191526009,1311361.5385360003,91015.8999989,131067860990,3410,255836498.32650006,58374132602.439995,29905716525751.0,32913424055.340008,2284377590.9960003,25430304.966500003,25500387.510742188
285,SSP4,2062,2334821.500097,1182105276,1311933.5491129998,91098.07543370001,130031580360,3410,256830365.01250002,58600902853.44998,29669270302083.0,32927780758.579998,2286440084.817,26072199.255999994,25710106.045898438
286,SSP4,2063,2343115.5075260005,1172685378,1312431.641785,91172.6624984,128995391580,3410,257742705.8315,58809071368.04999,29432852374545.0,32940282217.69,2288312120.327,26479708.598500002,25915113.462890625
287,SSP4,2064,2350726.968841,1163286016,1312865.2773029997,91240.342785,127961461760,3410,258579966.58089995,59000108885.25,29196909872576.0,32951165889.92,2290010805.3729997,26654854.654,26115378.727539062
288,SSP4,2065,2357713.2081830003,1153926612,1313242.7279949998,91301.74000950002,126931927320,3410,259348452.92110005,59175454169.02,28962004875417.0,32960639400.61,2291551793.8500004,26813875.659500003,26310878.586914062
289,SSP4,2066,2363859.9176969994,1144623692,1313571.220816,91357.42434,125908606120,3410,260024590.9547,59329728371.37,28728533626164.0,32968884128.989998,2292949396.0429997,27084556.383,26501597.5703125
290,SSP4,2067,2369458.631434,1135382143,1313857.0661630002,91407.91650780002,124892035730,3410,260640449.45309994,59470248613.100006,28496562036261.0,32976058466.22,2294216682.0220003,26957001.754000004,26687527.990234375
291,SSP4,2068,2374560.144982001,1126203885,1314105.770559,91453.6916948,123882427350,3410,261201615.9667,59598289790.74001,28266223268139.0,32982300615.329998,2295365578.2449994,27176578.718,26868669.934570312
292,SSP4,2069,2379213.1424690005,1117090845,1314322.1371519999,91495.1831739,122879992950,3410,261713445.6702,59715073816.81001,28037488254397.0,32987731127.480003,2296406958.8849998,27182256.0735,27045031.287109375
293,SSP4,2070,2383464.0438510007,1108044904,1314510.3532839997,91532.78573080001,121884939440,3410,262181044.82110006,59821765767.96999,27810450848388.0,32992455102.15,2297350732.931,27284698.656,27216627.700195312
294,SSP4,2071,2389662.4189480003,1099065541,1314674.0682559998,91566.85884349998,120897209510,3410,262862866.08290002,59977336705.71,27585086614123.0,32996564126.46,2298205922.5420003,27410432.70349999,27383482.61328125
295,SSP4,2072,2395772.850061,1090141651,1314816.461838,91597.72966689999,119915581610,3410,263535013.5152,60130700371.369995,27361097798642.0,33000138017.52,2298980738.975,27592804.032500003,27545627.248046875
296,SSP4,2073,2401847.272303,1081259850,1314940.3029220002,91625.69575289999,118938583500,3410,264203199.95439997,60283160262.740005,27138182293658.0,33003246262.970005,2299682650.335,27959005.891,27703100.608398438
297,SSP4,2074,2407935.997954,1072406544,1315048.003149,91651.0276132,117964719840,3410,264872959.78729996,60435979147.29,26915988676439.0,33005949395.840008,2300318446.156,27999910.002999995,27855949.484375
298,SSP4,2075,2414087.7683759998,1063568191,1315141.6622239999,91673.97108830001,116992501010,3410,265549654.5206,60590380373.18,26694147340671.0,33008300115.06,2300894296.95,28002015.276500005,28004228.432617188
299,SSP4,2076,2420019.8424250004,1054727808,1315223.107092,91694.7494636,116020058880,3410,266202182.6812,60739267511.53,26472251884775.0,33010344271.54,2301415806.3929996,28020638.523999996,28147999.811523438
300,SSP4,2077,2426081.375501999,1045854311,1315293.9283730004,91713.56549860002,115043974210,3410,266868951.31470004,60891403902.80999,26249557841189.0,33012121790.6,2301888063.6690006,28080172.692000005,28287333.75
301,SSP4,2078,2432313.8470639996,1036912970,1315355.5097989999,91730.60324499999,114060426700,3410,267554523.18819997,61047830616.700005,26025138671002.0,33013667401.1,2302315688.449,28167466.043500002,28422308.159179688
302,SSP4,2079,2438757.353068,1027869166,1315409.055492,91746.02971330003,113065608260,3410,268263308.8458001,61209554014.96999,25798140479973.0,33015011328.210003,2302702872.1710005,28226890.6225,28553008.739257812
303,SSP4,2080,2445450.7935440005,1018688190,1315455.613081,91759.99642819997,112055700900,3410,268999587.30160004,61377550437.54001,25567711499356.0,33016179859.65,2303053418.2060003,28246343.542499997,28679528.958984375
304,SSP4,2081,2446677.0460489993,1009353781,1315496.0936969998,91772.6408167,111028915910,3410,269134475.07579994,61408327735.32,25333423750303.0,33017195871.18,2303370775.334,28394795.626000002,28801970.088867188
305,SSP4,2082,2447992.2203070004,999922990,1315531.2897900003,91784.08748680001,109991528900,3410,269279144.2388999,61441336855.38,25096736072910.0,33018079244.3,2303658071.412,28524047.07849999,28920441.166015625
306,SSP4,2083,2449417.8527679997,990470963,1315561.8908839999,91794.44941790002,108951805930,3410,269435963.81659997,61477118330.65001,24859492803880.0,33018847290.229992,2303918142.009,28773356.311999995,29035059.0078125
307,SSP4,2084,2450974.0086500007,981073102,1315588.4966830001,91803.8290157,107918041220,3410,269607140.9706,61516175762.110016,24623617347320.0,33019515062.149998,2304153557.481,28849677.641999997,29145948.225585938
308,SSP4,2085,2452679.559548,971804658,1315611.628243,91812.31908229999,106898512380,3410,269794751.54209995,61558982810.78001,24390998479869.0,33020095631.160004,2304366646.8300004,29129029.3845,29253241.20703125
309,SSP4,2086,2453912.6333709992,962734049,1315631.7393160001,91820.00372400001,105900745390,3410,269930389.6722,61589931321.770004,24163334458988.0,33020600394.690002,2304559521.0370007,29467854.9565,29357078.119140625
310,SSP4,2087,2455277.8051960003,953901915,1315649.223983,91826.95912660002,104929210650,3410,270080558.5686,61624195310.42,23941664167077.0,33021039236.620007,2304734092.569,29551042.530499995,29457606.916015625
311,SSP4,2088,2456788.1428690003,945342005,1315664.4251710002,91833.25432349998,103987620550,3410,270246695.7164,61662102771.579994,23726809612029.0,33021420766.23,2304892093.364,29656926.395,29554983.326171875
312,SSP4,2089,2458456.607405999,937088003,1315677.641041,91838.95183199998,103079680330,3410,270430226.8375,61703979002.94999,23519666048777.0,33021752465.629993,2305035093.375,29664475.449500002,29649370.869140625
313,SSP4,2090,2460296.4833290004,929173779,1315689.130796,91844.10827880002,102209115690,3410,270632613.1788,61750157433.39001,23321013689950.0,33022040842.44,2305164513.295,29757040.453,29740940.840820312
314,SSP4,2091,2461886.9105520006,921621180,1315699.1197950002,91848.77495119999,101378329800,3410,270807560.16559994,61790075032.69,23131468631997.0,33022291552.92,2305281640.547,30034889.88199999,29829872.325195312
315,SSP4,2092,2463604.4520070003,914404785,1315707.8041150002,91852.9982874,100584526350,3410,270996489.72770005,61833183031.96,22950347598832.0,33022509517.260006,2305387640.4629993,30166854.5855,29916352.172851562
316,SSP4,2093,2465461.8417640002,907487434,1315715.3540369996,91856.82034330002,99823617740,3410,271200802.6033,61879801035.59,22776721528418.0,33022699011.09,2305483569.0769997,30273895.69699999,30000575.037109375
317,SSP4,2094,2467473.9557409994,900831789,1315721.91779,91860.27918999999,99091496790,3410,271422135.15110004,61930302410.16,22609680488158.0,33022863752.670006,2305570381.5100007,30330387.34600001,30082743.340820312
318,SSP4,2095,2469658.4409489995,894400731,1315727.624122,91863.4093023,98384080410,3410,271662428.49740005,61985130073.119995,22448253742297.0,33023006973.989998,2305648943.169,30346882.711000003,30163067.287109375
319,SSP4,2096,2471398.2150549996,888157009,1315732.5850840001,91866.24188369999,97697270990,3410,271853803.65500003,62028796079.97,22291563806067.0,33023131487.92,2305720037.0680003,30359833.777,30241764.874023438
320,SSP4,2097,2473324.729130001,882063406,1315736.898043,91868.80518790001,97026974660,3410,272065720.2113,62077149011.71,22138625445688.0,33023239739.19,2305784372.8719997,30364530.02,30319061.862304688
321,SSP4,2098,2475466.792893,876082660,1315740.647533,91871.1247911,96369092600,3410,272301347.2156,62130911952.649994,21988515799911.0,33023333844.079998,2305842591.534,30279324.130000006,30395191.814453125
322,SSP4,2099,2477858.9166479995,870177492,1315743.9071570002,91873.22384450001,95719524120,3410,272564480.83,62190951064.58,21840282513409.0,33023415657.419994,2305895275.1740007,30296707.895499997,30470396.060546875
323,SSP4,2100,2480542.215383,864310738,1315746.7410419998,91875.12330030002,95074181180,3410,272859643.70289993,62258298278.27001,21693052219013.0,33023486783.680004,2305942948.867,30323163.415500008,30544923.720703125
